STATEFP,ANSICODE,POINTID,FULLNAME,MTFCC,longitude,latitude
41,NA,1108475807812,NA,C3061,-123.02099,44.98688
41,NA,110444975441,NA,C3061,-123.03054,44.98144
41,NA,110444975456,NA,C3061,-123.018617,44.980119
41,NA,1108475846729,NA,C3061,-123.01804,44.9803
41,NA,110444975470,NA,C3061,-123.01871,44.98089
41,NA,110444975477,NA,C3061,-123.0173,44.98101
41,NA,110444975484,NA,C3061,-123.01641,44.98036
41,NA,1104472345820,NA,C3061,-123.02584,44.8574
41,NA,1104260290670,NA,C3061,-123.01873,44.87285
41,NA,110440648365,NA,C3061,-123.051209,43.790472
41,NA,110447787132,NA,C3061,-118.807788,45.654655
41,NA,110440601358,NA,C3061,-122.786678,43.920245
41,NA,110440601403,NA,C3061,-123.066361,44.005661
41,NA,110440601445,NA,C3061,-123.124442,44.112689
41,NA,110440601486,NA,C3061,-123.133455,44.119851
41,NA,1103941127586,NA,C3061,-123.211942,44.227467
41,NA,1103941127599,NA,C3061,-123.210966,44.22746
41,NA,1103941293108,NA,C3061,-123.209922,44.227498
41,NA,110440601841,NA,C3061,-123.00497,43.784864
41,NA,110440601993,NA,C3061,-123.054553,43.787183
41,NA,1105319182121,NA,C3061,-124.111783,43.948828
41,NA,1103855526022,NA,C3061,-124.107932,43.898654
41,NA,1105319639380,NA,C3061,-123.358477,44.042949
41,NA,1105047336673,NA,C3061,-122.96997,44.91292
41,NA,1105047331454,NA,C3061,-122.96907,44.91621
41,NA,1104474279505,NA,C3061,-122.844501,45.156006
41,NA,110445002141,NA,C3061,-122.80652,44.8033
41,NA,110445002181,NA,C3061,-122.80517,44.80481
41,NA,110445002188,NA,C3061,-122.80901,44.80328
41,NA,110445002191,NA,C3061,-122.80883,44.80399
41,NA,1107078932915,NA,C3061,-123.02762,45.02395
41,NA,1107078932977,NA,C3061,-123.02807,45.02354
41,NA,110445002298,NA,C3061,-122.85362,45.15802
41,NA,110445002301,NA,C3061,-122.85335,45.15833
41,NA,110440012328,NA,C3061,-123.139647,44.123458
41,NA,110444747240,NA,C3061,-122.81184,44.8013
41,NA,110444747303,NA,C3061,-122.86047,44.8395
41,NA,110444747447,NA,C3061,-122.80734,44.80935
41,NA,1108476294058,NA,C3061,-122.791258,44.806396
41,NA,110444747569,NA,C3061,-122.14499,44.7304
41,NA,1107078929464,NA,C3061,-123.06793,44.88326
41,NA,1108315761344,NA,C3061,-124.080573,44.413398
41,NA,110445026599,NA,C3061,-122.97716,44.86716
41,NA,1105319153659,NA,C3061,-124.122153,44.002452
41,NA,110440638870,NA,C3061,-123.06816,44.13644
41,NA,110445026835,NA,C3061,-122.97575,45.00318
41,NA,1108475919711,NA,C3061,-123.058254,44.913465
41,NA,1108475949952,NA,C3061,-123.06318,44.89895
41,NA,1108475949953,NA,C3061,-123.06307,44.89823
41,NA,1107078929704,NA,C3061,-123.06743,44.88011
41,NA,1101952191235,NA,C3061,-121.831692,42.21907
41,NA,1105047879153,NA,C3061,-121.826842,42.214974
41,NA,110445002652,NA,C3061,-122.78145,44.99559
41,NA,1103667657589,NA,C3061,-123.196531,44.871871
41,NA,110446664687,NA,C3061,-123.233743,44.846104
41,NA,110446664699,NA,C3061,-123.2265,44.844146
41,NA,110446664704,NA,C3061,-123.24346,44.845306
41,NA,110446664707,NA,C3061,-123.243459,44.846101
41,NA,110446664711,NA,C3061,-123.24471,44.844307
41,NA,110446664730,NA,C3061,-123.200436,44.846845
41,NA,110446664734,NA,C3061,-123.20163,44.846936
41,NA,110446664760,NA,C3061,-123.188469,44.842328
41,NA,110446664765,NA,C3061,-123.190144,44.844482
41,NA,110446664768,NA,C3061,-123.192515,44.845473
41,NA,110446664775,NA,C3061,-123.185996,44.846649
41,NA,110440639642,NA,C3061,-123.317131,44.213137
41,NA,110444687244,NA,C3061,-122.86804,45.15025
41,NA,110444687257,NA,C3061,-122.838471,45.151007
41,NA,110444687274,NA,C3061,-122.87514,45.14814
41,NA,110440550342,NA,C3061,-123.347364,44.040325
41,NA,110444687301,NA,C3061,-122.83788,45.14868
41,NA,110444687348,NA,C3061,-122.83939,45.1472
41,NA,110440550399,NA,C3061,-123.187536,44.085166
41,NA,110440550401,NA,C3061,-123.188903,44.085146
41,NA,110440550407,NA,C3061,-123.096263,44.067611
41,NA,110440550430,NA,C3061,-123.086658,44.093831
41,NA,110440550448,NA,C3061,-123.007753,44.071105
41,NA,110444948151,NA,C3061,-122.83283,45.14652
41,NA,110444948164,NA,C3061,-122.963833,45.03436
41,NA,1104472255109,NA,C3061,-123.01905,45.01306
41,NA,1108475957188,NA,C3061,-123.0154,45.01664
41,NA,1107078933242,NA,C3061,-123.01392,45.01671
41,NA,1104472281608,NA,C3061,-123.01639,45.01665
41,NA,1104472281812,NA,C3061,-123.01746,45.01671
41,NA,1104472281852,NA,C3061,-123.01712,45.01742
41,NA,1107078933228,NA,C3061,-123.01447,45.01742
41,NA,1107078933218,NA,C3061,-123.01353,45.0174
41,NA,1107078933192,NA,C3061,-123.0105,45.01865
41,NA,1104472838169,NA,C3061,-123.023079,45.03214
41,NA,1104472841274,NA,C3061,-123.020392,45.033031
41,NA,1108475924210,NA,C3061,-123.07643,44.90523
41,NA,1108475924199,NA,C3061,-123.07622,44.90592
41,NA,110444924765,NA,C3061,-122.97507,44.98741
41,NA,110444924833,NA,C3061,-122.96313,44.98429
41,NA,1104472392671,NA,C3061,-122.96647,44.95947
41,NA,1105047336453,NA,C3061,-122.96808,44.94229
41,NA,1108475872015,NA,C3061,-122.96857,44.92738
41,NA,1108475872040,NA,C3061,-122.96359,44.92537
41,NA,1108475923485,NA,C3061,-123.07051,44.90502
41,NA,1105319911054,NA,C3061,-122.456562,45.523073
41,NA,1105319911053,NA,C3061,-122.45647,45.524028
41,NA,1103941366920,NA,C3061,-123.159245,44.120427
41,NA,110440021657,NA,C3061,-124.123738,44.020591
41,NA,110444687388,NA,C3061,-122.8386,45.14632
41,NA,110444687395,NA,C3061,-122.83035,45.14574
41,NA,110444687399,NA,C3061,-122.82854,45.14694
41,NA,110444692759,NA,C3061,-122.87363,45.14302
41,NA,110444692762,NA,C3061,-122.87289,45.14302
41,NA,1102215420390,NA,C3061,-119.281298,45.856393
41,NA,1108475957001,NA,C3061,-123.02212,45.02091
41,NA,1108475957000,NA,C3061,-123.018877,45.020306
41,NA,1108475956997,NA,C3061,-123.019732,45.020102
41,NA,1108475957007,NA,C3061,-123.02385,45.02108
41,NA,1108475957003,NA,C3061,-123.02279,45.02132
41,NA,1104472238534,NA,C3061,-123.02269,45.02407
41,NA,1104472234481,NA,C3061,-123.0207,45.0257
41,NA,1104472234681,NA,C3061,-123.020499,45.026461
41,NA,110445003049,NA,C3061,-123.018233,45.029362
41,NA,1107078932944,NA,C3061,-123.02595,45.02221
41,NA,1104474321385,NA,C3061,-123.01428,45.02621
41,NA,1104472696615,NA,C3061,-123.02776,44.90035
41,NA,1104472696645,NA,C3061,-123.02671,44.89964
41,NA,1104264693449,NA,C3061,-122.97961,44.96677
41,NA,1104472392655,NA,C3061,-122.96617,44.96086
41,NA,1104472392768,NA,C3061,-122.96857,44.95992
41,NA,1105047335329,NA,C3061,-122.96855,44.96156
41,NA,1104264565496,NA,C3061,-122.96955,44.96157
41,NA,1104264174097,NA,C3061,-123.02931,45.01853
41,NA,1104264174468,NA,C3061,-123.02914,45.01657
41,NA,1108475846730,NA,C3061,-123.01945,44.97842
41,NA,110449802166,NA,C3061,-123.221463,45.202929
41,NA,110449802283,NA,C3061,-123.222436,45.202901
41,NA,110449802334,NA,C3061,-123.221795,45.204331
41,NA,110678286156,NA,C3061,-122.546356,45.425883
41,NA,110678286159,NA,C3061,-122.546127,45.42678
41,NA,1103723198976,NA,C3061,-122.499522,45.407283
41,NA,1103723199015,NA,C3061,-122.500848,45.407173
41,NA,110678286172,NA,C3061,-122.545267,45.425362
41,NA,110678286194,NA,C3061,-122.737964,45.403054
41,NA,1105281352766,NA,C3061,-122.585256,45.346534
41,NA,1108387437846,NA,C3061,-122.616711,45.32725
41,NA,1108387437849,NA,C3061,-122.618863,45.325478
41,NA,1108387437850,NA,C3061,-122.618121,45.328385
41,NA,1108387437848,NA,C3061,-122.617987,45.327597
41,NA,110678286282,NA,C3061,-122.590443,45.322151
41,NA,110678286297,NA,C3061,-122.552783,45.314527
41,NA,110678286305,NA,C3061,-122.559151,45.313123
41,NA,110678286314,NA,C3061,-122.590478,45.323007
41,NA,110678286338,NA,C3061,-122.741088,45.42558
41,NA,110678286342,NA,C3061,-122.582404,45.35692
41,NA,110447788392,NA,C3061,-119.292319,45.920505
41,NA,110447788397,NA,C3061,-119.292557,45.921291
41,NA,110447788417,NA,C3061,-119.299657,45.918811
41,NA,110447788421,NA,C3061,-119.298543,45.917874
41,NA,110447788427,NA,C3061,-119.297418,45.917803
41,NA,110447788430,NA,C3061,-119.296385,45.917954
41,NA,110447788435,NA,C3061,-119.294606,45.91821
41,NA,110447788441,NA,C3061,-119.294735,45.917687
41,NA,110447788445,NA,C3061,-119.293819,45.91833
41,NA,110447788455,NA,C3061,-119.293077,45.91822
41,NA,110449332738,NA,C3061,-121.39349,45.220295
41,NA,1108310887123,NA,C3061,-123.075854,44.938116
41,NA,1107080358350,NA,C3061,-123.074826,44.974137
41,NA,110440029809,NA,C3061,-123.213924,44.221861
41,NA,110444975569,NA,C3061,-122.85388,45.15933
41,NA,110444975576,NA,C3061,-122.85403,45.15882
41,NA,1104472508349,NA,C3061,-123.04345000000001,45.01221
41,NA,1104472508491,NA,C3061,-123.04145,45.01089
41,NA,110449802363,NA,C3061,-123.213363,45.20265
41,NA,1105047809482,NA,C3061,-123.391347,45.103498
41,NA,110449875938,NA,C3061,-123.393876,45.092157
41,NA,1103679584486,NA,C3061,-123.390803,45.092452
41,NA,110449876149,NA,C3061,-123.109275,45.247298
41,NA,1105047809481,NA,C3061,-123.385396,45.103293
41,NA,1104748043361,NA,C3061,-122.539973,45.432522
41,NA,1105011797262,NA,C3061,-122.781024,45.307067
41,NA,110447788459,NA,C3061,-119.2932,45.917737
41,NA,110447788464,NA,C3061,-119.29233,45.91811
41,NA,110447788469,NA,C3061,-119.292548,45.91736
41,NA,110447788477,NA,C3061,-119.290965,45.917596
41,NA,110447788482,NA,C3061,-119.291081,45.917164
41,NA,110447788484,NA,C3061,-119.290208,45.917506
41,NA,110678270474,NA,C3061,-122.689797,45.405077
41,NA,110678270503,NA,C3061,-122.6812,45.405863
41,NA,110678270512,NA,C3061,-122.679881,45.402857
41,NA,110678270514,NA,C3061,-122.678681,45.402862
41,NA,110678270531,NA,C3061,-122.676856,45.402487
41,NA,110678270561,NA,C3061,-122.503576,45.437974
41,NA,1107078929765,NA,C3061,-123.06619,44.87921
41,NA,1107078929741,NA,C3061,-123.06714,44.8792
41,NA,1107078929692,NA,C3061,-123.06744,44.88111
41,NA,1107078929549,NA,C3061,-123.0623,44.88784
41,NA,1107078929533,NA,C3061,-123.06318,44.88728
41,NA,1107078929273,NA,C3061,-123.06384,44.88668
41,NA,1107078929583,NA,C3061,-123.06303,44.88335
41,NA,1107078930154,NA,C3061,-123.06573,44.87793
41,NA,1107078930053,NA,C3061,-123.0647,44.87792
41,NA,1107078930080,NA,C3061,-123.06657,44.87726
41,NA,1108475950278,NA,C3061,-123.05159,44.89583
41,NA,1108475953928,NA,C3061,-123.05223,44.8901
41,NA,1108475953948,NA,C3061,-123.05515,44.8892
41,NA,1107078930012,NA,C3061,-123.05991,44.88171
41,NA,1108475954590,NA,C3061,-123.05356,44.88249
41,NA,1108475883635,NA,C3061,-123.04456,44.89531
41,NA,1108475883633,NA,C3061,-123.04466,44.89445
41,NA,1104472699598,NA,C3061,-123.04603,44.8816
41,NA,1104472699599,NA,C3061,-123.04707,44.88186
41,NA,1108475784691,NA,C3061,-123.0076,44.94504
41,NA,110444687236,NA,C3061,-122.83936,45.1507
41,NA,110444687303,NA,C3061,-122.83695,45.14851
41,NA,110444687351,NA,C3061,-122.84045,45.14643
41,NA,110464104077,NA,C3061,-118.988384,44.396645
41,NA,110678270666,NA,C3061,-122.680546,45.264789
41,NA,110678270770,NA,C3061,-122.689807,45.25411
41,NA,110678270774,NA,C3061,-122.694481,45.25298
41,NA,110440081027,NA,C3061,-122.712431,44.089226
41,NA,1103866296026,NA,C3061,-124.096075,43.913013
41,NA,1108311958847,NA,C3061,-118.391034,45.947085
41,NA,1108296322770,NA,C3061,-118.390918,45.945998
41,NA,110678262728,NA,C3061,-122.420265,45.413429
41,NA,110449332722,NA,C3061,-121.390442,45.220903
41,NA,110449332732,NA,C3061,-121.398883,45.218344
41,NA,1105011703866,NA,C3061,-122.788809,45.304552
41,NA,110678276659,NA,C3061,-122.71692,45.221147
41,NA,110678276662,NA,C3061,-122.705713,45.212113
41,NA,110678276690,NA,C3061,-122.691133,45.227215
41,NA,110678276693,NA,C3061,-122.690463,45.225489
41,NA,1105047351757,NA,C3061,-123.051498,44.082437
41,NA,1104470111896,NA,C3061,-123.057726,44.093195
41,NA,1105299594446,NA,C3061,-122.388457,45.363612
41,NA,110678263131,NA,C3061,-122.628509,45.325644
41,NA,110678263144,NA,C3061,-122.634757,45.321698
41,NA,110449802517,NA,C3061,-123.206567,45.214906
41,NA,110440672581,NA,C3061,-124.090775,43.981639
41,NA,1104747978999,NA,C3061,-122.49254,45.422325
41,NA,110678263788,NA,C3061,-122.482424,45.430903
41,NA,110678263865,NA,C3061,-122.483084,45.420955
41,NA,110678263881,NA,C3061,-122.479499,45.418915
41,NA,110678264153,NA,C3061,-122.521094,45.379648
41,NA,1105047331027,NA,C3061,-123.093645,44.950365
41,NA,1105047331056,NA,C3061,-123.092732,44.950529
41,NA,1105047331058,NA,C3061,-123.095486,44.950491
41,NA,1105047331030,NA,C3061,-123.095491,44.949837
41,NA,1105047331052,NA,C3061,-123.095762,44.94707
41,NA,1105047331093,NA,C3061,-123.092376,44.95095
41,NA,1105047331057,NA,C3061,-123.090894,44.950736
41,NA,1105047331092,NA,C3061,-123.088213,44.949708
41,NA,1105047331094,NA,C3061,-123.088936,44.951138
41,NA,110446668356,NA,C3061,-123.323702,44.937726
41,NA,110449802792,NA,C3061,-122.955686,45.306959
41,NA,110449802804,NA,C3061,-122.974154,45.319892
41,NA,110449802812,NA,C3061,-122.972704,45.319637
41,NA,110449876371,NA,C3061,-123.2143,45.195075
41,NA,110449876458,NA,C3061,-123.023525,45.367108
41,NA,110440193450,NA,C3061,-123.173812,44.087955
41,NA,110440194043,NA,C3061,-123.166684,44.09227
41,NA,110440272632,NA,C3061,-123.14372,44.111776
41,NA,1108429067118,NA,C3061,-121.96774,45.344636
41,NA,1108429067119,NA,C3061,-121.967818,45.342965
41,NA,110678286772,NA,C3061,-121.878709,45.304836
41,NA,1105047346195,NA,C3061,-123.075806,44.103648
41,NA,1105047346197,NA,C3061,-123.077522,44.103653
41,NA,110440127829,NA,C3061,-123.051085,43.805006
41,NA,110440127842,NA,C3061,-123.05029,43.79984
41,NA,110440127877,NA,C3061,-123.052169,43.794512
41,NA,110440127889,NA,C3061,-123.043325,43.79483
41,NA,110440127891,NA,C3061,-123.043895,43.796438
41,NA,1105047331054,NA,C3061,-123.093556,44.946516
41,NA,1105047331230,NA,C3061,-123.085654,44.938962
41,NA,110446668385,NA,C3061,-123.083364,44.979406
41,NA,1108310887124,NA,C3061,-123.084163,44.937803
41,NA,1107080359821,NA,C3061,-123.084496,44.980461
41,NA,1107080357900,NA,C3061,-123.075048,44.982213
41,NA,1107080357664,NA,C3061,-123.076394,44.980891
41,NA,1107080357887,NA,C3061,-123.071493,44.981503
41,NA,110446669576,NA,C3061,-123.075305,44.941189
41,NA,110446669592,NA,C3061,-123.080842,44.940062
41,NA,1108310887120,NA,C3061,-123.078254,44.936676
41,NA,1108310887119,NA,C3061,-123.077308,44.936068
41,NA,1108310887121,NA,C3061,-123.076475,44.935558
41,NA,1105047331228,NA,C3061,-123.074044,44.951299
41,NA,1105047331227,NA,C3061,-123.072951,44.950733
41,NA,1105047331226,NA,C3061,-123.071348,44.951556
41,NA,1105047331225,NA,C3061,-123.068011,44.951144
41,NA,1105047331272,NA,C3061,-123.068253,44.945249
41,NA,1105047331270,NA,C3061,-123.063923,44.952924
41,NA,110444693474,NA,C3061,-122.85696,45.13591
41,NA,1108476296286,NA,C3061,-122.79682,44.80499
41,NA,110444693585,NA,C3061,-122.79779,44.80516
41,NA,110444693662,NA,C3061,-122.80873,44.80627
41,NA,110444693672,NA,C3061,-122.77815,44.80429
41,NA,110444693678,NA,C3061,-122.77588,44.8029
41,NA,110444693681,NA,C3061,-122.77696,44.80314
41,NA,110444693684,NA,C3061,-122.776,44.80376
41,NA,110444693697,NA,C3061,-122.79583,44.80376
41,NA,1104474279487,NA,C3061,-122.848224,45.155604
41,NA,1104690931430,NA,C3061,-122.85379,45.849838
41,NA,110678306597,NA,C3061,-122.530597,45.429294
41,NA,1105047346865,NA,C3061,-123.072784,44.100904
41,NA,110440128122,NA,C3061,-123.207127,44.23803
41,NA,110440129412,NA,C3061,-123.055079,43.773361
41,NA,110440129421,NA,C3061,-123.050076,43.774306
41,NA,110440129424,NA,C3061,-123.052667,43.774719
41,NA,110440129477,NA,C3061,-123.186793,44.091494
41,NA,110440129493,NA,C3061,-123.048568,43.802598
41,NA,110440129508,NA,C3061,-123.063238,43.783248
41,NA,110440129515,NA,C3061,-123.072977,43.790109
41,NA,1108475842360,NA,C3061,-123.07197,43.79209
41,NA,110440129519,NA,C3061,-123.079591,43.789245
41,NA,1105047801729,NA,C3061,-123.066767,43.797164
41,NA,1105047331224,NA,C3061,-123.075154,44.949845
41,NA,110444887899,NA,C3061,-122.85765,45.15666
41,NA,110444887917,NA,C3061,-122.85711,45.15777
41,NA,1108475950297,NA,C3061,-123.05333,44.89625
41,NA,110893815395,NA,C3061,-123.214272,46.107186
41,NA,110893815413,NA,C3061,-123.211898,46.104521
41,NA,110893815420,NA,C3061,-123.212827,46.09664
41,NA,1104486767587,NA,C3061,-121.307509,44.04621
41,NA,110678306786,NA,C3061,-122.617929,45.406061
41,NA,110678306793,NA,C3061,-122.605333,45.413556
41,NA,11015503854510,NA,C3061,-122.582503,45.404845
41,NA,110678306813,NA,C3061,-122.585232,45.404975
41,NA,1108384602684,NA,C3061,-122.526941,45.458919
41,NA,1105319730368,NA,C3061,-123.20727,44.214211
41,NA,110440634290,NA,C3061,-123.328628,44.142222
41,NA,110440634315,NA,C3061,-122.96809,44.048449
41,NA,110440634317,NA,C3061,-122.968136,44.047632
41,NA,1107080364379,NA,C3061,-123.081599,44.970004
41,NA,1108475803660,NA,C3061,-123.03857000000001,44.91391
41,NA,1108475803356,NA,C3061,-123.03494,44.9157
41,NA,1105047336524,NA,C3061,-122.97147,44.93212
41,NA,1105047336523,NA,C3061,-122.97149,44.93281
41,NA,1105047336488,NA,C3061,-122.97252,44.93456
41,NA,1104318147313,NA,C3061,-122.977986,44.932392
41,NA,1105047336569,NA,C3061,-122.97537,44.93229
41,NA,1104474280211,NA,C3061,-122.975999,44.924637
41,NA,1104472800357,NA,C3061,-122.97276,44.92663
41,NA,1105047336397,NA,C3061,-122.96615,44.94773
41,NA,1105047336370,NA,C3061,-122.96646,44.94588
41,NA,1105047336369,NA,C3061,-122.96642,44.9465
41,NA,1105047336368,NA,C3061,-122.96549,44.94648
41,NA,1105047336371,NA,C3061,-122.96553,44.94586
41,NA,110893815541,NA,C3061,-122.832327,45.862403
41,NA,110893815544,NA,C3061,-122.829714,45.865108
41,NA,110893815580,NA,C3061,-122.818609,45.85467
41,NA,110893815611,NA,C3061,-122.806951,45.873501
41,NA,1108384598433,NA,C3061,-122.526681,45.460695
41,NA,1108384598434,NA,C3061,-122.527015,45.460212
41,NA,1108384598435,NA,C3061,-122.52671,45.459682
41,NA,1103723198218,NA,C3061,-122.497435,45.404568
41,NA,110440634364,NA,C3061,-123.090759,44.100419
41,NA,110440634367,NA,C3061,-123.09071900000001,44.099855
41,NA,1104474217456,NA,C3061,-123.053818,44.052338
41,NA,110440637457,NA,C3061,-123.075746,44.100715
41,NA,1105047920710,NA,C3061,-124.090488,43.97992
41,NA,110440406875,NA,C3061,-122.97768,44.07522
41,NA,110440407515,NA,C3061,-122.975312,44.07482
41,NA,1104472477167,NA,C3061,-122.99719,44.87568
41,NA,1104472477032,NA,C3061,-122.99862,44.8753
41,NA,1104472479436,NA,C3061,-122.99862,44.8753
41,NA,1104472476883,NA,C3061,-122.99577,44.873779999999996
41,NA,1104472477642,NA,C3061,-122.99082,44.873779999999996
41,NA,1104472477513,NA,C3061,-122.99229,44.87574
41,NA,110444982419,NA,C3061,-122.89389,45.10664
41,NA,1108475985047,NA,C3061,-122.89439,45.10625
41,NA,1108475985131,NA,C3061,-122.89427,45.10544
41,NA,1108475985023,NA,C3061,-122.89452,45.1068
41,NA,1108475954770,NA,C3061,-123.07153,44.89008
41,NA,1107078930409,NA,C3061,-123.07352,44.88813
41,NA,1104307676316,NA,C3061,-123.024287,45.029541
41,NA,1108476173936,NA,C3061,-122.78593,44.99854
41,NA,1108475884350,NA,C3061,-123.0634,44.91276
41,NA,1108475919602,NA,C3061,-123.06604,44.91264
41,NA,110448707639,NA,C3061,-118.081629,45.310463
41,NA,1105047936222,NA,C3061,-123.129444,44.037594
41,NA,110439991426,NA,C3061,-124.094837,43.986217
41,NA,110440008527,NA,C3061,-124.10853,43.995921
41,NA,110440453105,NA,C3061,-123.123405,44.044392
41,NA,110440453939,NA,C3061,-123.079027,44.08628
41,NA,1105047350220,NA,C3061,-123.069514,44.090559
41,NA,1108475852621,NA,C3061,-122.9773,44.99626
41,NA,1108475852624,NA,C3061,-122.9773,44.9956
41,NA,1104474353630,NA,C3061,-122.9773,44.99498
41,NA,1104474353650,NA,C3061,-122.97734,44.99439
41,NA,1104474353655,NA,C3061,-122.97734,44.99379
41,NA,1104474353661,NA,C3061,-122.97737,44.99258
41,NA,110445041921,NA,C3061,-122.97303,44.9867
41,NA,110445041926,NA,C3061,-122.97301,44.98736
41,NA,110445041931,NA,C3061,-122.97298,44.988
41,NA,110445041935,NA,C3061,-122.97297,44.98865
41,NA,110445041940,NA,C3061,-122.97295,44.98927
41,NA,110445042155,NA,C3061,-122.96630999999999,44.97641
41,NA,110445042160,NA,C3061,-122.96632,44.97577
41,NA,110445042165,NA,C3061,-122.96634,44.97508
41,NA,1103718223834,NA,C3061,-118.093247,45.339292
41,NA,110448728520,NA,C3061,-118.106692,45.317856
41,NA,1103718202639,NA,C3061,-118.071455,45.320109
41,NA,1103718202628,NA,C3061,-118.07145,45.320868
41,NA,1104472222088,NA,C3061,-121.315923,42.444216
41,NA,110528482941,NA,C3061,-120.927597,42.344901
41,NA,110528482961,NA,C3061,-121.777748,42.234082
41,NA,11017129385435,NA,C3061,-120.85126,44.327831
41,NA,1105319903406,NA,C3061,-122.465089,45.503563
41,NA,1108296872499,NA,C3061,-122.544856,45.521286
41,NA,1105319921023,NA,C3061,-122.433924,45.499046
41,NA,1105319931205,NA,C3061,-122.43513,45.493735
41,NA,1105319931738,NA,C3061,-122.473868,45.492306
41,NA,110444684843,NA,C3061,-122.84479,45.22248
41,NA,110444684846,NA,C3061,-122.84495,45.22218
41,NA,110444684849,NA,C3061,-122.8451,45.22186
41,NA,110444684852,NA,C3061,-122.84525,45.22156
41,NA,110444749836,NA,C3061,-122.79182,45.2036
41,NA,110444749900,NA,C3061,-122.84913,45.13342
41,NA,110444749903,NA,C3061,-122.8492,45.13418
41,NA,110440013168,NA,C3061,-124.124958,44.041361
41,NA,110528497877,NA,C3061,-121.751664,42.187607
41,NA,1105319910278,NA,C3061,-122.407127,45.524914
41,NA,1105319905720,NA,C3061,-122.401729,45.51703
41,NA,1105319910273,NA,C3061,-122.399101,45.525045
41,NA,110499735460,NA,C3061,-122.434414,45.468261
41,NA,1105319903357,NA,C3061,-122.451288,45.505516
41,NA,1105319922928,NA,C3061,-122.455927,45.500053
41,NA,110678276821,NA,C3061,-122.445102,45.242086
41,NA,1105297897969,NA,C3061,-122.449463,45.242769
41,NA,110678276938,NA,C3061,-122.675473,45.398873
41,NA,1105319930457,NA,C3061,-122.391913,45.485643
41,NA,1105319930415,NA,C3061,-122.389912,45.488829
41,NA,1105319935478,NA,C3061,-122.382991,45.477086
41,NA,1105319916449,NA,C3061,-122.426135,45.539158
41,NA,1105319931304,NA,C3061,-122.445984,45.48556
41,NA,1103947507814,NA,C3061,-123.039243,44.049733
41,NA,110444749916,NA,C3061,-122.85198,45.13408
41,NA,110444749918,NA,C3061,-122.8519,45.13342
41,NA,1103723778973,NA,C3061,-122.82428,45.16057
41,NA,110444749963,NA,C3061,-122.86882,45.152589999999996
41,NA,1102218485279,NA,C3061,-122.81454,45.18004
41,NA,110444750000,NA,C3061,-122.81296,45.1785
41,NA,1102218489427,NA,C3061,-122.81305,45.18322
41,NA,1102218494043,NA,C3061,-122.8079,45.18887
41,NA,1103723778952,NA,C3061,-122.82751,45.15838
41,NA,110444750186,NA,C3061,-122.8306,45.14386
41,NA,110444904084,NA,C3061,-122.78164,45.01315
41,NA,110444904163,NA,C3061,-122.78068,45.01283
41,NA,110678265296,NA,C3061,-122.615237,45.341795
41,NA,110464124399,NA,C3061,-118.956521,44.288639
41,NA,110528501408,NA,C3061,-121.836952,43.348283
41,NA,1107078877949,NA,C3061,-121.645388,42.191431
41,NA,110528502248,NA,C3061,-122.259827,42.300716
41,NA,1105319918685,NA,C3061,-122.453798,45.542301
41,NA,1104748064067,NA,C3061,-122.538762,45.440206
41,NA,110678281802,NA,C3061,-122.361404,45.429358
41,NA,110678281846,NA,C3061,-122.374184,45.422217
41,NA,110678281865,NA,C3061,-122.303625,45.420463
41,NA,11020511303423,NA,C3061,-122.536496,45.431193
41,NA,110678281896,NA,C3061,-122.337976,45.415465
41,NA,1107079306199,NA,C3061,-122.743084,45.492438
41,NA,1108475788686,NA,C3061,-123.203741,44.239551
41,NA,110678265538,NA,C3061,-122.501024,45.382591
41,NA,110678265545,NA,C3061,-122.501696,45.380552
41,NA,110678265619,NA,C3061,-122.493941,45.41103
41,NA,110678265814,NA,C3061,-122.497271,45.378936
41,NA,1108475881775,NA,C3061,-123.02315,44.88625
41,NA,1108475881716,NA,C3061,-123.02197,44.88351
41,NA,1107078930066,NA,C3061,-123.06206,44.87792
41,NA,1107078930107,NA,C3061,-123.06998,44.87546
41,NA,1107078930100,NA,C3061,-123.06951,44.87715
41,NA,1105319153232,NA,C3061,-124.114639,44.017865
41,NA,110440029319,NA,C3061,-124.119967,44.023265
41,NA,110440029347,NA,C3061,-124.094644,44.06609
41,NA,110440032736,NA,C3061,-124.098502,44.004895
41,NA,1105319153375,NA,C3061,-124.119271,44.01277
41,NA,110440032755,NA,C3061,-124.120313,44.010904
41,NA,1105319153234,NA,C3061,-124.117774,44.02093
41,NA,1105319153231,NA,C3061,-124.114171,44.019528
41,NA,110440032783,NA,C3061,-124.078596,44.04342
41,NA,110440032799,NA,C3061,-124.115009,44.000697
41,NA,110449803700,NA,C3061,-123.233073,45.213212
41,NA,110678286784,NA,C3061,-122.001634,45.368754
41,NA,11015664888174,NA,C3061,-122.603209,45.32826
41,NA,1109073409738,NA,C3061,-122.595501,45.388647
41,NA,1108315774097,NA,C3061,-122.63209,45.35186
41,NA,1104748059418,NA,C3061,-122.627734,45.365913
41,NA,110678286928,NA,C3061,-122.648573,45.35485
41,NA,1108315793057,NA,C3061,-122.603727,45.39126
41,NA,110678286989,NA,C3061,-122.521956,45.441631
41,NA,110678286993,NA,C3061,-122.521828,45.443966
41,NA,110678286996,NA,C3061,-122.521824,45.442355
41,NA,1104763073602,NA,C3061,-122.793307,45.304032
41,NA,110678287065,NA,C3061,-122.588341,45.420737
