GEOID,NAME,totalpop,white,black,asian,hispanic,hhincome,ls,p
160519601001,Block Group 1; Census Tract 9601; Jefferson County; Idaho,1549,1145,0,0,376,85573,0.05794677110594851,8.488537962349065e-4
160519601002,Block Group 2; Census Tract 9601; Jefferson County; Idaho,1281,1037,0,0,225,67208,0.025496736341326626,7.043086724841894e-4
160519601003,Block Group 3; Census Tract 9601; Jefferson County; Idaho,988,701,4,0,255,66912,0.06526889550034382,5.357657096551678e-4
160519602001,Block Group 1; Census Tract 9602; Jefferson County; Idaho,1707,1540,0,0,130,78472,0.04168156124826026,9.320090990876357e-4
160519602002,Block Group 2; Census Tract 9602; Jefferson County; Idaho,1054,860,0,0,187,93417,0.02557806910551218,5.843194770926674e-4
160519602003,Block Group 3; Census Tract 9602; Jefferson County; Idaho,1856,1501,11,0,232,87344,0.014088828181952546,9.733077058735548e-4
160519603011,Block Group 1; Census Tract 9603.01; Jefferson County; Idaho,3696,3525,0,0,123,87708,0.08902351443656775,0.0020359096966896376
160519603021,Block Group 1; Census Tract 9603.02; Jefferson County; Idaho,1250,818,4,0,391,58155,0.11737849395311821,6.769622977205401e-4
160519603022,Block Group 2; Census Tract 9603.02; Jefferson County; Idaho,1008,786,0,0,134,71518,0.020989237467776888,5.134421384195358e-4
160519603023,Block Group 3; Census Tract 9603.02; Jefferson County; Idaho,3905,3327,0,17,310,87953,0.027190322375683355,0.0020392582323749825
160519604011,Block Group 1; Census Tract 9604.01; Jefferson County; Idaho,3386,2981,0,0,295,91424,0.03426875795830825,0.0018283004841982602
160519604012,Block Group 2; Census Tract 9604.01; Jefferson County; Idaho,831,706,0,0,84,119712,0.027182640571529994,4.408905319037318e-4
160519604013,Block Group 3; Census Tract 9604.01; Jefferson County; Idaho,2578,2283,0,4,230,90882,0.028458745353473033,0.001404710720002143
160519604021,Block Group 1; Census Tract 9604.02; Jefferson County; Idaho,2585,2323,0,0,195,95000,0.041959440533988604,0.001405268809283034
160519604022,Block Group 2; Census Tract 9604.02; Jefferson County; Idaho,1903,1599,0,0,298,52813,0.021667164610367485,0.0010586953658498473
160519604023,Block Group 3; Census Tract 9604.02; Jefferson County; Idaho,2657,2613,0,0,20,91042,0.14523794983706195,0.0014694490765854759
160539701001,Block Group 1; Census Tract 9701; Jerome County; Idaho,2001,1111,0,0,799,51150,0.24261697533624113,0.0010659505265014275
160539701002,Block Group 2; Census Tract 9701; Jerome County; Idaho,1148,867,12,0,264,72946,0.042154521635264314,6.378960480581842e-4
160539702001,Block Group 1; Census Tract 9702; Jerome County; Idaho,725,197,0,0,526,49375,0.888079311205643,4.0349855008404826e-4
160539702002,Block Group 2; Census Tract 9702; Jerome County; Idaho,488,253,0,0,235,51250,0.3426642006815246,2.723475690747103e-4
160539702003,Block Group 3; Census Tract 9702; Jerome County; Idaho,1463,747,0,0,611,61830,0.290596586443766,7.578852434497061e-4
160539702004,Block Group 4; Census Tract 9702; Jerome County; Idaho,1571,821,0,0,750,58295,0.3355963968562017,8.767582602794465e-4
160539703001,Block Group 1; Census Tract 9703; Jerome County; Idaho,1195,701,0,18,431,72391,0.174703324014089,6.418026730244197e-4
160539703002,Block Group 2; Census Tract 9703; Jerome County; Idaho,581,333,0,0,230,41346,0.22856981106852547,3.142042651415203e-4
160539703003,Block Group 3; Census Tract 9703; Jerome County; Idaho,1183,436,0,0,747,51719,0.6442576309042995,6.602196192938162e-4
160539703004,Block Group 4; Census Tract 9703; Jerome County; Idaho,3293,1578,10,9,1502,68129,0.33782147273023394,0.0017295186814805885
160539704001,Block Group 1; Census Tract 9704; Jerome County; Idaho,511,398,0,0,85,72618,0.02492623389836557,2.695571226702563e-4
160539704002,Block Group 2; Census Tract 9704; Jerome County; Idaho,1401,1002,0,0,326,79732,0.05680009917778277,7.411425650229822e-4
160539704003,Block Group 3; Census Tract 9704; Jerome County; Idaho,1459,195,0,0,1246,69485,1.3220011306556745,8.042066537636425e-4
160539705011,Block Group 1; Census Tract 9705.01; Jerome County; Idaho,1031,948,0,0,83,81250,0.03989858667302067,5.753900485984146e-4
160539705012,Block Group 2; Census Tract 9705.01; Jerome County; Idaho,850,669,0,0,180,98523,0.03781788615148585,4.73817799476289e-4
160539705013,Block Group 3; Census Tract 9705.01; Jerome County; Idaho,1537,1356,0,0,108,110795,0.0446043502970671,8.170427072241308e-4
160539705014,Block Group 4; Census Tract 9705.01; Jerome County; Idaho,1410,719,0,0,516,98125,0.24187488375158325,6.892402619001378e-4
160539705021,Block Group 1; Census Tract 9705.02; Jerome County; Idaho,1236,1115,1,0,96,95392,0.038059930634543354,6.764042084396494e-4
160539705022,Block Group 2; Census Tract 9705.02; Jerome County; Idaho,1705,815,0,0,797,61555,0.3649795937352423,8.996399207959692e-4
160550001011,Block Group 1; Census Tract 1.01; Kootenai County; Idaho,1501,1402,0,0,21,88542,0.12578005852368038,7.941610467076081e-4
160550001012,Block Group 2; Census Tract 1.01; Kootenai County; Idaho,1439,1004,0,0,44,88929,0.07700140247512231,5.848775663735582e-4
160550001021,Block Group 1; Census Tract 1.02; Kootenai County; Idaho,808,793,3,0,5,55400,0.14269895352981243,4.470295139935306e-4
160550001022,Block Group 2; Census Tract 1.02; Kootenai County; Idaho,328,266,4,0,14,43203,0.0614020176696379,1.5849735577298714e-4
160550001023,Block Group 3; Census Tract 1.02; Kootenai County; Idaho,1138,1047,0,9,73,128750,0.03902746596050058,6.30082798125713e-4
160550001024,Block Group 4; Census Tract 1.02; Kootenai County; Idaho,2328,1737,0,7,487,96000,0.03339528484746323,0.0012450971856673744
160550002011,Block Group 1; Census Tract 2.01; Kootenai County; Idaho,2977,2266,0,0,482,111972,0.024787693480683354,0.0015336293438879178
160550002012,Block Group 2; Census Tract 2.01; Kootenai County; Idaho,1077,1059,0,9,9,105230,0.12918903503037454,6.010621555193914e-4
160550002021,Block Group 1; Census Tract 2.02; Kootenai County; Idaho,1529,1395,15,0,42,73712,0.08878671041158721,8.103456358534413e-4
160550002022,Block Group 2; Census Tract 2.02; Kootenai County; Idaho,1787,1673,0,0,18,128125,0.13636807577801602,9.437289739863424e-4
160550002031,Block Group 1; Census Tract 2.03; Kootenai County; Idaho,673,649,0,0,24,51985,0.08602420241948246,3.7559408603950824e-4
160550002032,Block Group 2; Census Tract 2.03; Kootenai County; Idaho,1927,1407,0,46,262,83287,0.013018815160703743,9.571231167277216e-4
160550002033,Block Group 3; Census Tract 2.03; Kootenai County; Idaho,812,761,0,0,0,59727,0.1763275955554103,4.2470594275789865e-4
160550003011,Block Group 1; Census Tract 3.01; Kootenai County; Idaho,3007,2732,0,0,69,62679,0.10469622446251439,0.0015632080757751303
160550003012,Block Group 2; Census Tract 3.01; Kootenai County; Idaho,782,716,0,0,44,NA,0.05844125456223627,4.2414785347700786e-4
160550003013,Block Group 3; Census Tract 3.01; Kootenai County; Idaho,1124,960,22,6,127,66588,0.013514737357352641,6.222695481932417e-4
160550003014,Block Group 4; Census Tract 3.01; Kootenai County; Idaho,1948,1467,0,4,46,100556,0.0872178062419096,8.466214391113433e-4
160550003015,Block Group 5; Census Tract 3.01; Kootenai County; Idaho,1504,1223,0,0,84,94250,0.052388108979513084,7.294226901242753e-4
160550003031,Block Group 1; Census Tract 3.03; Kootenai County; Idaho,2315,2015,0,0,126,81298,0.05748749085597985,0.0011948691503872024
160550003032,Block Group 2; Census Tract 3.03; Kootenai County; Idaho,3264,2940,0,52,136,104732,0.05980359257000114,0.0017457032706264218
160550003041,Block Group 1; Census Tract 3.04; Kootenai County; Idaho,1619,980,0,0,376,92796,0.08046432909299639,7.567690648879245e-4
160550003042,Block Group 2; Census Tract 3.04; Kootenai County; Idaho,2122,1948,0,0,83,81078,0.07852008220368792,0.0011334793294892143
160550004011,Block Group 1; Census Tract 4.01; Kootenai County; Idaho,914,751,0,24,35,56164,0.06557007814274318,4.5205231752154783e-4
160550004012,Block Group 2; Census Tract 4.01; Kootenai County; Idaho,2336,2138,5,0,193,53558,0.03360624543400095,0.0013036965601609083
160550004013,Block Group 3; Census Tract 4.01; Kootenai County; Idaho,1917,1725,0,0,20,40374,0.13415410034577663,9.738657951544456e-4
160550004014,Block Group 4; Census Tract 4.01; Kootenai County; Idaho,1503,1122,0,0,118,126944,0.031717787300816036,6.920307083045917e-4
160550004021,Block Group 1; Census Tract 4.02; Kootenai County; Idaho,5727,4569,53,4,378,91270,0.03262317810043064,0.002792678761577562
160550004022,Block Group 2; Census Tract 4.02; Kootenai County; Idaho,992,965,0,0,15,80505,0.12446398530339775,5.469274952729838e-4
160550004023,Block Group 3; Census Tract 4.02; Kootenai County; Idaho,1916,1446,0,19,87,105176,0.04550439443898344,8.661545639425213e-4
160550004024,Block Group 4; Census Tract 4.02; Kootenai County; Idaho,2002,1765,39,22,81,65886,0.06002964321321995,0.0010642762586587553
160550005011,Block Group 1; Census Tract 5.01; Kootenai County; Idaho,1197,1197,0,0,0,62583,0.1763275955554103,6.680328692262873e-4
160550005012,Block Group 2; Census Tract 5.01; Kootenai County; Idaho,3011,2735,14,0,0,57262,0.16854949755018955,0.0015341874331688086
160550005013,Block Group 3; Census Tract 5.01; Kootenai County; Idaho,1304,1285,0,0,19,61386,0.1262333900689833,7.277484222816029e-4
160550005014,Block Group 4; Census Tract 5.01; Kootenai County; Idaho,1264,1251,0,0,0,NA,0.1763275955554103,6.981696903943905e-4
160550005021,Block Group 1; Census Tract 5.02; Kootenai County; Idaho,4595,4346,0,0,189,122166,0.07741777635524423,0.002530934888839777
160550005022,Block Group 2; Census Tract 5.02; Kootenai County; Idaho,2284,2126,0,32,45,57266,0.09743975187605043,0.0012294706858024319
160550005031,Block Group 1; Census Tract 5.03; Kootenai County; Idaho,1401,1304,55,0,28,64321,0.1359045865232252,7.740698325955393e-4
160550005032,Block Group 2; Census Tract 5.03; Kootenai County; Idaho,3188,2803,18,24,343,83871,0.00704165316862438,0.0017791886274798696
160550006011,Block Group 1; Census Tract 6.01; Kootenai County; Idaho,2071,1733,0,28,135,51065,0.03172714766576516,0.0010581372765689563
160550006012,Block Group 2; Census Tract 6.01; Kootenai County; Idaho,1167,916,0,34,157,54946,0.01535249473903807,6.178048339461154e-4
160550006013,Block Group 3; Census Tract 6.01; Kootenai County; Idaho,2021,1611,0,16,100,83214,0.04464018851845082,9.638201880984112e-4
160550006021,Block Group 1; Census Tract 6.02; Kootenai County; Idaho,2552,1216,0,64,602,58488,0.12538407961679016,0.0010503240266364852
160550006022,Block Group 2; Census Tract 6.02; Kootenai County; Idaho,2444,2132,0,15,142,76978,0.04242369519774118,0.0012774663639590407
160550006023,Block Group 3; Census Tract 6.02; Kootenai County; Idaho,1507,1088,0,15,83,59583,0.03283531063687233,6.618938871364885e-4
160550006024,Block Group 4; Census Tract 6.02; Kootenai County; Idaho,1344,1137,0,0,173,50278,0.021557628043822843,7.310969579669477e-4
160550007011,Block Group 1; Census Tract 7.01; Kootenai County; Idaho,2278,2042,0,0,144,81836,0.05097361654504852,0.0012199831680272883
160550007012,Block Group 2; Census Tract 7.01; Kootenai County; Idaho,3884,2887,0,180,89,80743,0.11659801898716288,0.0017613297704913641
160550007021,Block Group 1; Census Tract 7.02; Kootenai County; Idaho,2194,1798,0,64,183,101458,0.027532393538941317,0.0011412925794216855
160550007022,Block Group 2; Census Tract 7.02; Kootenai County; Idaho,2315,2009,26,0,30,97632,0.11873695603174163,0.0011524543650395015
160550007031,Block Group 1; Census Tract 7.03; Kootenai County; Idaho,997,985,0,0,0,39464,0.1763275955554103,5.497179416774378e-4
160550007032,Block Group 2; Census Tract 7.03; Kootenai County; Idaho,4872,4194,0,10,56,96409,0.12293526475806292,0.0023774603365948072
160550007033,Block Group 3; Census Tract 7.03; Kootenai County; Idaho,1912,1718,0,194,0,125663,0.2669155743155572,0.0010670667050632092
160550007041,Block Group 1; Census Tract 7.04; Kootenai County; Idaho,2564,2109,0,0,446,81696,0.02459212649938482,0.0014259181126759935
160550007042,Block Group 2; Census Tract 7.04; Kootenai County; Idaho,2203,1986,0,0,125,100278,0.05713013305970479,0.0011781264719604783
160550008001,Block Group 1; Census Tract 8; Kootenai County; Idaho,2563,2236,0,0,165,88264,0.04856552568365901,0.0013399723634188103
160550008002,Block Group 2; Census Tract 8; Kootenai County; Idaho,3501,3165,133,12,85,66046,0.11706720943472029,0.0018947131086242653
160550009011,Block Group 1; Census Tract 9.01; Kootenai County; Idaho,1841,1359,0,84,99,38750,0.06957147459350785,8.605736711336133e-4
160550009012,Block Group 2; Census Tract 9.01; Kootenai County; Idaho,1233,999,0,0,134,34524,0.023784951490832953,6.323151552492762e-4
160550009021,Block Group 1; Census Tract 9.02; Kootenai County; Idaho,1480,1083,0,0,157,40917,0.022230577822509964,6.920307083045917e-4
160550009022,Block Group 2; Census Tract 9.02; Kootenai County; Idaho,1549,1371,0,0,25,48462,0.11848205573438331,7.790926361235565e-4
160550010021,Block Group 1; Census Tract 10.02; Kootenai County; Idaho,2567,2360,10,22,137,103892,0.04199705274028503,0.0014114077913728327
160550010022,Block Group 2; Census Tract 10.02; Kootenai County; Idaho,2618,2472,0,0,49,72143,0.11515201384884038,0.0014069430771257063
160550010031,Block Group 1; Census Tract 10.03; Kootenai County; Idaho,1248,1056,0,0,95,61122,0.03860079443264851,6.423607623053106e-4
160550010032,Block Group 2; Census Tract 10.03; Kootenai County; Idaho,848,813,3,3,5,120408,0.1343481149728729,4.59865567454019e-4
160550010041,Block Group 1; Census Tract 10.04; Kootenai County; Idaho,2283,2223,5,13,29,65854,0.11398208771348446,0.0012668626676221155
160550010042,Block Group 2; Census Tract 10.04; Kootenai County; Idaho,2577,2310,0,0,172,64202,0.04809270764803316,0.001385177595170965
160550011001,Block Group 1; Census Tract 11; Kootenai County; Idaho,2326,2108,21,73,35,82344,0.10701300366541117,0.001248445721352719
160550012011,Block Group 1; Census Tract 12.01; Kootenai County; Idaho,2412,2189,0,41,52,77125,0.09284305119028739,0.0012735597389928052
160550012012,Block Group 2; Census Tract 12.01; Kootenai County; Idaho,939,919,0,0,12,84389,0.13042221230937556,5.195811205093346e-4
160550012021,Block Group 1; Census Tract 12.02; Kootenai County; Idaho,1379,1257,0,0,30,40179,0.10724279930287525,7.182609045064593e-4
160550012022,Block Group 2; Census Tract 12.02; Kootenai County; Idaho,812,568,0,0,22,44688,0.0835989962124605,3.292726757255719e-4
160550012023,Block Group 3; Census Tract 12.02; Kootenai County; Idaho,1110,929,38,0,80,84167,0.06204375932143797,5.843194770926674e-4
160550013001,Block Group 1; Census Tract 13; Kootenai County; Idaho,1281,1117,0,29,75,56250,0.04227893060733769,6.814270119676665e-4
160550013002,Block Group 2; Census Tract 13; Kootenai County; Idaho,1693,1346,0,0,179,75400,0.02399018655607393,8.510861533584697e-4
160550013003,Block Group 3; Census Tract 13; Kootenai County; Idaho,1721,1593,0,0,55,81332,0.08956504846709384,9.19731134908038e-4
160550014001,Block Group 1; Census Tract 14; Kootenai County; Idaho,944,925,0,0,6,54875,0.14888688816517565,5.195811205093346e-4
160550014002,Block Group 2; Census Tract 14; Kootenai County; Idaho,1800,1526,2,49,83,64464,0.05383677756666177,9.264282062787277e-4
160550015001,Block Group 1; Census Tract 15; Kootenai County; Idaho,1280,1199,0,0,24,77321,0.11475289487024753,6.825431905294481e-4
160550015002,Block Group 2; Census Tract 15; Kootenai County; Idaho,1059,703,0,0,263,62955,0.07637628535209783,5.391142453405126e-4
160550015003,Block Group 3; Census Tract 15; Kootenai County; Idaho,1006,980,0,0,13,61500,0.12990700039637107,5.541826559245642e-4
160550016001,Block Group 1; Census Tract 16; Kootenai County; Idaho,1213,900,0,0,94,83039,0.0319982505483695,5.54740745205455e-4
160550016002,Block Group 2; Census Tract 16; Kootenai County; Idaho,1640,1362,12,1,109,57431,0.0341093744456683,8.282044928419469e-4
160550017001,Block Group 1; Census Tract 17; Kootenai County; Idaho,2026,1793,27,34,86,82500,0.052515602541259906,0.0010826932049281515
160550017002,Block Group 2; Census Tract 17; Kootenai County; Idaho,1149,1107,1,6,17,76658,0.11113627859942898,6.311989766874946e-4
160550017003,Block Group 3; Census Tract 17; Kootenai County; Idaho,1595,1481,0,0,97,150114,0.05495895034411145,8.806648852456821e-4
160550018011,Block Group 1; Census Tract 18.01; Kootenai County; Idaho,1207,1127,0,0,60,137500,0.06634907841747531,6.624519764173793e-4
160550018012,Block Group 2; Census Tract 18.01; Kootenai County; Idaho,1146,1084,0,1,19,99375,0.11654985272713018,6.16130566103443e-4
160550018013,Block Group 3; Census Tract 18.01; Kootenai County; Idaho,1069,1024,0,0,0,81630,0.1763275955554103,5.714834236321789e-4
160550018021,Block Group 1; Census Tract 18.02; Kootenai County; Idaho,1561,1474,0,0,50,92679,0.09046484274463015,8.505280640775789e-4
160550018022,Block Group 2; Census Tract 18.02; Kootenai County; Idaho,1593,1447,0,0,146,119509,0.033435766035801784,8.890362244590441e-4
160550018023,Block Group 3; Census Tract 18.02; Kootenai County; Idaho,883,801,24,0,39,133458,0.07920078571114181,4.82189138689651e-4
160550018024,Block Group 4; Census Tract 18.02; Kootenai County; Idaho,1664,1617,0,4,15,102933,0.1335039807675116,9.130340635373484e-4
160550019011,Block Group 1; Census Tract 19.01; Kootenai County; Idaho,447,419,0,0,22,66875,0.0671134973699766,2.461173728728427e-4
160550019012,Block Group 2; Census Tract 19.01; Kootenai County; Idaho,1428,1323,0,7,17,130434,0.12011498179440955,7.517462613599073e-4
160550019021,Block Group 1; Census Tract 19.02; Kootenai County; Idaho,1105,976,0,0,83,83750,0.04131751536019807,5.91016548463357e-4
160550020001,Block Group 1; Census Tract 20; Kootenai County; Idaho,2131,1933,0,28,58,84097,0.08182736230690596,0.0011267822581185248
160550020002,Block Group 2; Census Tract 20; Kootenai County; Idaho,1497,1398,0,29,17,114263,0.11811256015664098,8.058809216063148e-4
160559400001,Block Group 1; Census Tract 9400; Kootenai County; Idaho,946,436,0,2,38,43750,0.030850773758455182,2.656504977040207e-4
160559400002,Block Group 2; Census Tract 9400; Kootenai County; Idaho,826,736,2,17,13,100417,0.10059275678345751,4.2861256772413423e-4
160559400003,Block Group 3; Census Tract 9400; Kootenai County; Idaho,655,611,1,4,14,81250,0.09306331731109511,3.5159624696120385e-4
160570051011,Block Group 1; Census Tract 51.01; Latah County; Idaho,1488,1249,0,44,70,77870,0.05783858085882551,7.606756898541601e-4
160570051012,Block Group 2; Census Tract 51.01; Latah County; Idaho,1179,754,40,112,222,55385,0.16874152912914167,6.295247088448222e-4
160570051021,Block Group 1; Census Tract 51.02; Latah County; Idaho,1530,1220,0,19,249,34588,0.009816117306899408,8.304368499655101e-4
160570051022,Block Group 2; Census Tract 51.02; Latah County; Idaho,884,736,0,38,53,60350,0.05895153265547465,4.615398352966914e-4
160570051023,Block Group 3; Census Tract 51.02; Latah County; Idaho,857,768,0,11,42,47440,0.050583029387747315,4.5819129961134663e-4
160570051024,Block Group 4; Census Tract 51.02; Latah County; Idaho,1250,839,40,36,32,53640,0.11445592845373886,5.285105490035874e-4
160570052001,Block Group 1; Census Tract 52; Latah County; Idaho,722,645,0,1,37,127917,0.057422872450065963,3.8117497884841624e-4
160570052002,Block Group 2; Census Tract 52; Latah County; Idaho,1301,1248,44,0,0,82222,0.18952646543443463,7.210513509109133e-4
160570052003,Block Group 3; Census Tract 52; Latah County; Idaho,974,860,7,0,0,88377,0.16772912765403694,4.8386340653232344e-4
160570052004,Block Group 4; Census Tract 52; Latah County; Idaho,1270,982,12,12,0,54217,0.15300510876594953,5.614378165761446e-4
160570052005,Block Group 5; Census Tract 52; Latah County; Idaho,2202,2115,0,26,0,112521,0.16082567282248167,0.0011948691503872024
160570053011,Block Group 1; Census Tract 53.01; Latah County; Idaho,1503,1198,24,147,18,90819,0.22821534765737775,7.740698325955393e-4
160570053012,Block Group 2; Census Tract 53.01; Latah County; Idaho,696,570,0,42,0,71414,0.20956905081927932,3.4155063990516947e-4
160570053021,Block Group 1; Census Tract 53.02; Latah County; Idaho,1218,1038,0,44,90,51494,0.040407372226214884,6.540806372040173e-4
160570053022,Block Group 2; Census Tract 53.02; Latah County; Idaho,2356,1984,66,61,122,28167,0.06062829346657191,0.0012462133642291559
160570053023,Block Group 3; Census Tract 53.02; Latah County; Idaho,1819,1742,0,9,68,67554,0.07287222553990369,0.0010151644019403647
160570054001,Block Group 1; Census Tract 54; Latah County; Idaho,1336,1113,41,39,52,52206,0.08283660046021418,6.948211547090457e-4
160570054002,Block Group 2; Census Tract 54; Latah County; Idaho,641,579,0,4,28,63906,0.05990351962067669,3.409925506242787e-4
160570054003,Block Group 3; Census Tract 54; Latah County; Idaho,4774,3830,109,123,371,28000,0.03242184640175261,0.0024740097821889153
160570054004,Block Group 4; Census Tract 54; Latah County; Idaho,705,620,7,13,29,48229,0.05272641552799226,3.733617289159451e-4
160570055001,Block Group 1; Census Tract 55; Latah County; Idaho,1707,1540,6,0,155,76414,0.027359029500939297,9.493098667952504e-4
160570055002,Block Group 2; Census Tract 55; Latah County; Idaho,375,289,0,18,43,85391,0.039396936968127336,1.9533124831177991e-4
160570055003,Block Group 3; Census Tract 55; Latah County; Idaho,1189,1045,7,0,62,72500,0.052829116242227143,6.21711458912351e-4
160570055004,Block Group 4; Census Tract 55; Latah County; Idaho,1023,793,14,0,124,90875,0.01700812817711564,5.195811205093346e-4
160570056001,Block Group 1; Census Tract 56; Latah County; Idaho,624,562,0,21,4,76875,0.14135776195649133,3.2759840788289946e-4
160570056002,Block Group 2; Census Tract 56; Latah County; Idaho,1213,1069,0,9,86,75731,0.031738288154242636,6.496159229568909e-4
160570056003,Block Group 3; Census Tract 56; Latah County; Idaho,1462,1382,0,0,26,86852,0.11725235927814227,7.857897074942461e-4
160570056004,Block Group 4; Census Tract 56; Latah County; Idaho,760,726,0,0,18,96094,0.10553518445319333,4.1521842498275506e-4
160570057001,Block Group 1; Census Tract 57; Latah County; Idaho,722,702,0,0,0,76786,0.1763275955554103,3.9177867518534146e-4
160570057002,Block Group 2; Census Tract 57; Latah County; Idaho,653,587,0,0,30,52419,0.06860138111575005,3.4434108630962347e-4
160570057003,Block Group 3; Census Tract 57; Latah County; Idaho,1882,1721,3,4,26,79286,0.11446724883308326,9.788885986824628e-4
160599701001,Block Group 1; Census Tract 9701; Lemhi County; Idaho,1747,1644,1,0,39,56583,0.10536731728040562,9.398223490201069e-4
160599701002,Block Group 2; Census Tract 9701; Lemhi County; Idaho,1122,1079,0,0,0,57847,0.1763275955554103,6.02178334081173e-4
160599702001,Block Group 1; Census Tract 9702; Lemhi County; Idaho,684,662,0,0,0,23526,0.1763275955554103,3.6945510394970944e-4
160599702002,Block Group 2; Census Tract 9702; Lemhi County; Idaho,1030,857,0,0,15,24118,0.12006553475483517,4.866538529367774e-4
160599702003,Block Group 3; Census Tract 9702; Lemhi County; Idaho,583,548,0,0,7,69766,0.13113234715352642,3.0973955089439386e-4
160599703001,Block Group 1; Census Tract 9703; Lemhi County; Idaho,585,493,0,6,29,61000,0.046892793445316654,2.9467114031034227e-4
160599703002,Block Group 2; Census Tract 9703; Lemhi County; Idaho,1965,1764,0,0,58,63000,0.09204068928771068,0.0010168386697830371
160599703003,Block Group 3; Census Tract 9703; Lemhi County; Idaho,450,441,0,0,0,57083,0.1763275955554103,2.461173728728427e-4
160619400011,Block Group 1; Census Tract 9400.01; Lewis County; Idaho,1531,1169,34,16,87,40000,0.04081192306310327,7.288646008433846e-4
160619400021,Block Group 1; Census Tract 9400.02; Lewis County; Idaho,707,587,28,3,25,55833,0.1008227303845059,3.588514076127843e-4
160619400022,Block Group 2; Census Tract 9400.02; Lewis County; Idaho,708,617,0,12,17,61932,0.08630985208029464,3.6052567545545664e-4
160619400023,Block Group 3; Census Tract 9400.02; Lewis County; Idaho,667,591,0,2,19,61458,0.0849627723311653,3.4155063990516947e-4
160619503001,Block Group 1; Census Tract 9503; Lewis County; Idaho,36,36,0,0,0,NA,0.1763275955554103,2.009121411206879e-5
160639501001,Block Group 1; Census Tract 9501; Lincoln County; Idaho,1327,1017,8,6,208,68917,0.0063581610055627145,6.91472619023701e-4
160639501002,Block Group 2; Census Tract 9501; Lincoln County; Idaho,1507,1016,0,10,452,63661,0.09587377436151641,8.248559571566021e-4
160639501003,Block Group 3; Census Tract 9501; Lincoln County; Idaho,1188,444,6,7,691,56711,0.5682619404656037,6.406864944626382e-4
160639501004,Block Group 4; Census Tract 9501; Lincoln County; Idaho,1254,862,20,0,338,69391,0.07986009552065684,6.808689226867758e-4
160659501011,Block Group 1; Census Tract 9501.01; Madison County; Idaho,1709,1647,0,5,45,128083,0.09333058089386527,9.470775096716873e-4
160659501012,Block Group 2; Census Tract 9501.01; Madison County; Idaho,642,546,0,0,15,81016,0.10079835696488804,3.130880865797387e-4
160659501021,Block Group 1; Census Tract 9501.02; Madison County; Idaho,1511,1459,14,0,23,89438,0.11586869735234541,8.349015642126364e-4
160659501022,Block Group 2; Census Tract 9501.02; Madison County; Idaho,1681,1322,61,10,115,69038,0.057170161034472936,8.41598635583326e-4
160659501031,Block Group 1; Census Tract 9501.03; Madison County; Idaho,1541,1215,0,0,326,64211,0.03760056825406216,8.600155818527225e-4
160659501032,Block Group 2; Census Tract 9501.03; Madison County; Idaho,674,666,0,0,0,93000,0.1763275955554103,3.7168746107327265e-4
160659502001,Block Group 1; Census Tract 9502; Madison County; Idaho,1763,1478,4,20,224,27589,0.0030761565333878886,9.632620988175205e-4
160659502002,Block Group 2; Census Tract 9502; Madison County; Idaho,2113,1695,44,17,289,55184,0.01034731805900875,0.0011412925794216855
160659502003,Block Group 3; Census Tract 9502; Madison County; Idaho,1064,806,0,18,172,45313,0.011804715508570235,5.558569237672366e-4
160659503011,Block Group 1; Census Tract 9503.01; Madison County; Idaho,999,875,0,1,80,41182,0.03407944894607459,5.335333525316046e-4
160659503012,Block Group 2; Census Tract 9503.01; Madison County; Idaho,35,27,0,0,0,NA,0.1763275955554103,1.5068410584051594e-5
160659503013,Block Group 3; Census Tract 9503.01; Madison County; Idaho,1250,967,20,26,175,63897,0.007280496369536411,6.630100656982702e-4
160659503014,Block Group 4; Census Tract 9503.01; Madison County; Idaho,1083,853,31,94,73,30592,0.1350246845172995,5.865518342162305e-4
160659503015,Block Group 5; Census Tract 9503.01; Madison County; Idaho,1889,1472,16,27,374,59969,0.01251253185990846,0.0010542306516027207
160659503016,Block Group 6; Census Tract 9503.01; Madison County; Idaho,2325,1931,32,39,309,38971,0.002941216386133475,0.0012897443281386382
160659503031,Block Group 1; Census Tract 9503.03; Madison County; Idaho,5841,5260,0,53,438,NA,0.029273945083203898,0.0032095714544029897
160659503032,Block Group 2; Census Tract 9503.03; Madison County; Idaho,836,774,2,0,1,NA,0.16308352656599764,4.3363537125215145e-4
160659503033,Block Group 3; Census Tract 9503.03; Madison County; Idaho,2201,1701,0,0,427,33217,0.032865253932625814,0.001187613989735622
160659503034,Block Group 4; Census Tract 9503.03; Madison County; Idaho,2473,2262,14,7,143,59113,0.042005942744930545,0.0013539245954410802
160659503035,Block Group 5; Census Tract 9503.03; Madison County; Idaho,844,368,205,0,127,NA,0.8836242537601359,3.9066249662355983e-4
160659503041,Block Group 1; Census Tract 9503.04; Madison County; Idaho,1027,1027,0,0,0,NA,0.1763275955554103,5.731576914748514e-4
160659503042,Block Group 2; Census Tract 9503.04; Madison County; Idaho,1253,1125,0,92,36,46270,0.14019718648946394,6.992858689561721e-4
160659503043,Block Group 3; Census Tract 9503.04; Madison County; Idaho,2705,1831,0,81,631,38212,0.058198255583088006,0.0014192210413053038
160659503044,Block Group 4; Census Tract 9503.04; Madison County; Idaho,2476,1626,0,229,416,62188,0.13783068893845352,0.0012674207569030064
