STATEFP,ANSICODE,POINTID,FULLNAME,MTFCC,longitude,lattitude
16,00401694,1102653698905,Six-Mile Ranch,C3081,-113.193327,42.120749000000004
16,00390510,1102653698926,Skeleton Campground,C3081,-115.018683,43.590732
16,00400525,1102653698939,Skookumchuck Campground,C3081,-116.31514,45.703218
16,00390563,1102653698965,Slate Creek Cabin,C3081,-115.909325,47.392703
16,00400409,1102653698975,Slate Creek Recreation Site,C3081,-115.915436,47.393537
16,00394472,1102653698998,Slaughter Gulch Campground,C3081,-116.458748,44.970162
16,00394705,1102653699003,Sleeping Deer Recreation Site,C3081,-114.683419,44.751025
16,00395956,1102653699023,Slide Creek Campground,C3081,-115.45263,46.084909
16,00394468,1102653699058,Sloans Point Lookout,C3081,-115.928177,44.745452
16,00375075,1102653699063,Small,C3081,-112.384434,44.217686
16,00395957,1102653699083,Small Prairie Camp,C3081,-115.66097,46.286018
16,00390651,1102653699090,Smilty Creek Lodge,C3081,-114.796736,43.90685
16,00390653,1102653699095,Smith Cabin,C3081,-116.143792,48.476325
16,00394382,1102653699119,Smith Creek-Big Creek Trailhead,C3081,-115.298168,45.154077
16,00394622,1102653699124,Smith Knob Lookout,C3081,-115.514288,45.287964
16,00394218,1102653699129,Smith Lake Campground,C3081,-116.26381,48.776884
16,00390700,1102653699134,Smith Patrol Lookout,C3081,-116.111566,48.436048
16,00394623,1102653699139,Smith Saddle Trailhead,C3081,-115.533177,45.282686
16,00390705,1102653699147,Smith Sawmill,C3081,-111.187154,42.70576
16,00394616,1102653699156,Smoke Jumper Loft,C3081,-116.104847,44.891561
16,00397174,1102653699161,Smokey Bear Campground,C3081,-114.86111,43.92028
16,00394467,1102653699166,Smokeys Cubs Recreation Site,C3081,-113.294199,44.7027
16,00390711,1102653699171,Smoky Bear Lodge,C3081,-114.863683,43.923794
16,00397175,1102653699176,Smoky Forest Camp,C3081,-116.37902,45.159331
16,00400304,1102653699183,Snake River Fish Hatchery,C3081,-114.770329,42.673792
16,00399390,1102653699196,Snake River Plaza,C3081,-113.790572,42.560464
16,00394496,1102653699217,Snodgrass,C3081,-116.052364,45.909609
16,00375091,1102653699222,Snow Cabin,C3081,-116.721512,42.955715
16,00390749,1102653699229,Snow Haven Ski Area,C3081,-116.091253,45.869053
16,00401676,1102653699234,Snowberry Campground,C3081,-116.551029,47.967957
16,00400727,1102653699239,Snowmobile Parking Campground,C3081,-116.087907,44.300725
16,00390769,1102653699244,Snowshoes Cabin,C3081,-114.617033,45.04186
16,00394430,1102653699254,Snyder Springs Picnic Area,C3081,-114.626461,44.253529
16,00394450,1102653699268,Sockeye Campground,C3081,-114.91758,44.131018
16,00375110,1102653699278,Soelberg Ranch,C3081,-113.376954,43.595458
16,00390822,1102653699283,Soldier Forest Camp,C3081,-114.826175,43.4824
16,00399549,1102653699288,Sommercamp,C3081,-116.824582,43.447101
16,00394060,1102653699293,Sourdough Saddle Campground,C3081,-115.806524,45.721564
16,00395964,1102653699298,Sousie Creek Campground,C3081,-115.65598,46.799909
16,00394012,1102653699316,South Fork Campground,C3081,-115.963195,45.824891
16,00390898,1102653699315,South Fork Campground,C3081,-114.640639,44.72547
16,00394610,1102653699331,South Fork Salmon River Campground,C3081,-115.701783,44.652954
16,00395974,1102653699343,Southgate Plaza,C3081,-116.996544,46.378494
16,00391101,1102653699348,Spaulding Ranch,C3081,-111.57079,43.603248
16,00375187,1102653699360,Spencer Camp,C3081,-116.619285,42.305446
16,00391104,1102653699365,Spencer Ranch,C3081,-116.661811,45.851823
16,00394221,1102653699370,Spirit Lake Access,C3081,-116.873253,47.959625
16,00394220,1102653699375,Spirit Pines Church Camp,C3081,-116.91083540352,47.9845738268484
16,00395976,1102653699384,Spirit Revival Ridge Camp,C3081,-115.322629,46.415748
16,00391120,1102653699394,Splettstosser Ranch,C3081,-114.43119,44.819086
16,00394591,1102653699410,Spring Bar Campground,C3081,-116.152075,45.426836
16,00391153,1102653699418,Spring Camp Ranch,C3081,-116.576533,45.863768
16,00394469,1102653699437,Spring Creek Campground,C3081,-116.946836,44.570162
16,00391215,1102653699436,Spring Creek Campground,C3081,-111.400139,43.449762
16,00400349,1102653699443,Spring Ranch,C3081,-116.547617,43.06544
16,00394066,1102653699451,Spring Valley Recreation Site,C3081,-116.75488,46.787115
16,00401190,1102653699457,Spring Valley Reservoir Public Fishing Area,C3081,-116.755714,46.786281
16,00401677,1102653699464,Springfield Lake Access Area,C3081,-112.683321,43.078524
16,00376355,1102653699469,Springtown,C3081,-114.312196212968,42.5696764284289
16,00394226,1102653699489,Springy Point Campground,C3081,-116.587534,48.236465
16,00394168,1102653699497,Spruce,C3081,-116.949657,48.561863
16,00391257,1102653699503,Spruce Tree Campground,C3081,-115.347644,47.037694
16,00394211,1102653699511,Spyglass Peak Lookout,C3081,-116.196566,47.841862
16,00375228,1102653699518,Squaw Camp,C3081,-115.688139,42.002124
16,00400410,1102653699523,Squaw Creek Campground,C3081,-115.775433,47.296036
16,00391301,1102653699528,Squaw Creek Sawmill,C3081,-111.127993,43.065753
16,02082018,1102653699533,Sq'wdusmn Bench,C3081,-116.782873673405,47.3717824725018
16,02082010,1102653699538,Sqwe'mu'lmkhw,C3081,-116.73939,47.414703
16,00395990,1102653699545,Stanley Cabin,C3081,-115.061996,42.003519
16,00394434,1102653699553,Stanley District Ranger Office,C3081,-114.926237,44.178818
16,00398180,1102653699572,Stanley Lake Campground,C3081,-115.053424,44.248518
16,00394453,1102653699577,Stanley Museum Recreation Site,C3081,-114.928417,44.225741
16,00391345,1102653699582,Stanley Ranch,C3081,-115.922378,47.254089
16,00401195,1102653699587,Stanton Crossing Access Area,C3081,-114.316989,43.330738
16,00400365,1102653699595,Star Creek Camp,C3081,-116.399299,45.150441
16,00391353,1102653699620,Star Hope Campground,C3081,-113.94083,43.74667
16,00375253,1102653699625,Star Lake Ranch,C3081,-114.205866,42.844351
16,00401686,1102653699633,Star Lane Pond Public Fishing Area,C3081,-116.564581,43.844052
16,00396447,1102653704799,Egypt,C3081,-111.837449,42.096591
16,00381426,1102653704899,Ellis,C3081,-114.048308325379,44.691843879068
16,00376154,1102653705134,Fletcher,C3081,-116.410977,46.289334
16,00396508,1102653705186,Four Cors,C3081,-116.607893,42.105171
16,00397718,1102653705187,Four Cors,C3081,-116.990202,48.288242
16,00400532,1102653680978,Four Cors,C3081,-116.98131,47.789346
16,00372775,1102653705220,Franklin,C3081,-111.807169,42.013537
16,00396515,1102653705221,Fraser,C3081,-116.138472,46.391011
16,00396521,1102653705254,Fruitland,C3081,-116.916541,44.007663
16,00399557,1102653705275,Gale,C3081,-111.719407,43.76519
16,NA,11015504291581,Flying A Ranch Arprt,K2451,-116.066741,44.817014
16,NA,11015504291093,Flying W Ranch Arprt,K2451,-116.987721,48.188686
16,00394155,1102653630252,Goose Peak,C3022,-115.843773,47.562706
16,00397751,1102653630257,Gopher Knoll,C3022,-115.102288,42.959067
16,00382460,1102653630267,Gorman Hl,C3022,-115.05707,46.704084
16,00382466,1102653630273,Gospel Hl,C3022,-115.204582,46.969084
16,00382465,1102653630272,Gospel Hl,C3022,-115.956524,45.629894
16,00382467,1102653630278,Gospel Peak,C3022,-115.942079,45.62045
16,00382492,1102653630291,Graham Peak,C3022,-115.296759,43.981567
16,00382493,1102653630287,Graham Peak,C3022,-113.716676,42.123524
16,00382498,1102653630300,Grand Mogul,C3022,-114.959803,44.079906
16,00382499,1102653630307,Grand Mtn,C3022,-115.423984,43.857953
16,00396576,1102653630312,Grand View Peak,C3022,-114.299749,42.25519
16,00382507,1102653630339,Grandjean Peak,C3022,-115.061475,44.11296
16,00382509,1102653630348,Grandmother Mtn,C3022,-116.073211,47.047686
16,00396578,1102653630357,Granger Butte,C3022,-116.441534,44.443776
16,00382553,1102653630380,Granite Pt,C3022,-116.880718,46.814335
16,00382562,1102653630385,Grape Mtn,C3022,-115.770935,43.608226
16,00382567,1102653630396,Grass Mtn,C3022,-116.861341,48.946324
16,00382566,1102653630390,Grass Mtn,C3022,-114.949826,45.385191
16,00372907,1102653630401,Grassy Cone,C3022,-113.581956,43.455181
16,00382577,1102653630406,Grassy Mtn,C3022,-116.566559,47.402688
16,00382578,1102653630407,Grassy Mtn,C3022,-116.205454,47.789639
16,00396582,1102653630412,Grassy Pt,C3022,-115.642094,46.909076
16,00382582,1102653630421,Grave Butte,C3022,-115.115678,46.461306
16,00382588,1102653630432,Grave Meadow Peak,C3022,-115.074837,45.962692
16,00382589,1102653630437,Grave Peak,C3022,-114.730386,46.395198
16,00382590,1102653630442,Grave Pt,C3022,-116.380695,45.642385
16,00396584,1102653630447,Graves Peak,C3022,-115.073101945966,47.0134736979472
16,00372915,1102653630452,Graveyard Pt,C3022,-117.022652,43.571268
16,00382615,1102653630458,Grays Peak,C3022,-115.066211,44.829909
16,00382614,1102653630457,Grays Peak,C3022,-114.095317,43.668795
16,00382616,1102653630459,Grays Peak,C3022,-115.612653,47.332149
16,00382619,1102653630464,Greeley Mtn,C3022,-115.454004,45.102408
16,00382622,1102653630470,Green Bonnet Mtn,C3022,-116.905507,48.881597
16,00396587,1102653630475,Green Creek Pt,C3022,-115.881251,45.961559
16,00372921,1102653630480,Green Knob,C3022,-116.799877,46.573222
16,00382639,1102653630485,Green Monarch Mtn,C3022,-116.339907,48.112696
16,00382663,1102653630522,Greenside Butte,C3022,-115.219569,46.299915
16,00399039,1102653630527,Grey Lock Peak,C3022,-115.086191,43.838789
16,00382673,1102653630532,Greyhound Mtn,C3022,-115.120655,44.597129
16,00382678,1102653630538,Greylock Mtn,C3022,-115.096747,43.844067
16,00396592,1102653630544,Greystone Butte,C3022,-115.080675,46.393806
16,00400344,1102653630549,Grief Mtn,C3022,-116.348238,48.302707
16,00382683,1102653630559,Griffin Butte,C3022,-114.419775,43.729906
16,00382685,1102653630564,Griffith Peak,C3022,-116.27407,47.910471
16,00396594,1102653630569,Grindstone Butte,C3022,-115.254283,42.770072
16,00784356,1102654057626,Grizzly Hl,C3022,-113.340593,44.777702
16,00382707,1102653630580,Grouse Butte,C3022,-115.152576,43.554064
16,00382742,1102653630585,Grouse Creek Mtn,C3022,-113.90893,44.366033
16,00382743,1102653630590,Grouse Creek Peak,C3022,-114.843145,44.627411
16,00397765,1102653630595,Grouse Creek Pt,C3022,-115.102058,45.682691
16,00382748,1102653630600,Grouse Knoll,C3022,-116.024568,44.797117
16,00382752,1102653630606,Grouse Mtn,C3022,-116.462412,48.177141
16,00396598,1102653630607,Grouse Mtn,C3022,-116.801028,48.227967
16,00382753,1102653630608,Grouse Mtn,C3022,-116.266676,48.498524
16,00382756,1102653630614,Grouse Peak,C3022,-114.094781,44.564924
16,00394152,1102653630615,Grouse Peak,C3022,-115.809604,47.505486
16,00382768,1102653630620,Guard Peak,C3022,-116.009339,47.8027
16,00397767,1102653630625,Guffey Butte,C3022,-116.541231,43.285996
16,00372961,1102653630646,Half Cone,C3022,-113.523903,43.423237
16,00382818,1102653630651,Halfway Hl,C3022,-115.586262,47.237979
16,00382822,1102653630657,Halfway Peak,C3022,-116.148508,47.761307
16,00396604,1102653630663,Hall Mtn,C3022,-116.371556,48.973895
16,00396606,1102653630674,Hammond Pt,C3022,-115.771266,47.319092
16,00396609,1102653630681,Handwerk Peak,C3022,-114.15921,43.759074
16,00382873,1102653630686,Hanover Mtn,C3022,-115.943188,45.548229
16,00396611,1102653630693,Hansen Butte,C3022,-114.235584,42.500192
16,00382892,1102653630698,Hard Butte,C3022,-116.209847,45.260446
16,00372988,1102653630703,Hardpan Pt,C3022,-115.60154,47.201588
16,00382922,1102653630716,Harrington Mtn,C3022,-114.930383,45.537136
16,00382923,1102653630721,Harrington Peak,C3022,-114.203913,42.233524
16,00382924,1102653630722,Harrington Peak,C3022,-111.338523,42.582561
16,00382929,1102653630727,Harris Creek Summit,C3022,-116.015949,43.892392
16,00397777,1102653630747,Harrison Peak,C3022,-116.646323,48.687986
16,00382943,1102653630755,Hartley Peak,C3022,-112.949989,42.40797
16,00396621,1102653630761,Hat Butte,C3022,-116.597348,43.407939
16,00382956,1102653630766,Hatchery Butte,C3022,-111.364952,44.268527
16,00382971,1102653630771,Hawks Peak,C3022,-111.279652,42.528815
16,00373018,1102653630780,Hawley Mtn,C3022,-113.340288,44.105186
16,00382977,1102653630776,Hawley Mtn,C3022,-116.030953,43.992392
16,00373024,1102653630785,Hayden Peak,C3022,-116.658732,42.980716
16,00396634,1102653630806,Haystack Peak,C3022,-116.135897,47.526861
16,00373027,1102653630814,Hazelton Butte,C3022,-114.09475,42.5588
16,00383013,1102653630836,He Devil,C3022,-116.549306,45.323771
16,00383034,1102653630848,Heart Peak,C3022,-115.586617,46.936131
16,00396639,1102653630862,Heavens Gate,C3022,-116.49486,45.368773
16,00383080,1102653630867,Hells Half Acre Mtn,C3022,-114.628429,45.645749
16,00397783,1102653630872,Hemingway Butte,C3022,-116.646236,43.324049
16,00383084,1102653630881,Hemlock Butte,C3022,-115.628748137554,46.473545315494
16,00383085,1102653630886,Hemlock Butte,C3022,-116.15432,46.916571
16,00383090,1102653630892,Hemlock Mtn,C3022,-116.328789,47.719914
16,00396645,1102653630897,Henderson Peak,C3022,-111.255224,43.653526
16,00397785,1102653630902,Henry Peak,C3022,-111.404387,42.920753
16,00383115,1102653630911,Herd Peak,C3022,-114.226164,43.986305
16,00396648,1102653630916,Herds V,C3022,-116.929019,42.420994
16,00383123,1102653630921,Hershey Pt,C3022,-116.123459,45.312394
16,00396651,1102653630926,Heyburn Mtn,C3022,-114.976193,44.101017
16,00383160,1102653630931,Hidden Peak,C3022,-114.468992,46.37131
16,00396652,1102653630936,Higgins Hump,C3022,-115.640413,46.207962
16,00373072,1102653630942,Higham Peak,C3022,-112.083301,43.141028
16,00383186,1102653630954,Highland Valley Summit,C3022,-116.03122,43.570447
16,00383214,1102653630964,Hilo Peak,C3022,-115.728765,47.125471
16,00383227,1102653630969,Hitt Peak,C3022,-116.925724,44.59405
16,00383230,1102653630975,Hobo Hl,C3022,-116.12349,47.098244
16,00373090,1102653630982,Hog Cove Butte,C3022,-116.555421,44.117388
16,00373095,1102653630987,Hog Creek Butte,C3022,-116.541261,44.439886
16,00399917,1102653630992,Hogue Mtn,C3022,-116.196311,48.98273
16,00397791,1102653630997,Holaki Knob,C3022,-116.756829,47.053232
16,00396658,1102653631002,Hollister Mtn,C3022,-116.668526,47.861294
16,00383280,1102653631007,Homestead Hump,C3022,-116.0196,47.116024
16,00397792,1102653631012,Honey Jones Peak,C3022,-116.31433,47.354916
16,00383284,1102653631017,Honey Mtn,C3022,-116.498248,47.90157
16,00396663,1102653631028,Hoodoo Peak,C3022,-115.680987,47.054911
16,00373136,1102653631034,Hornet Pt,C3022,-115.200412,46.861861
16,00383357,1102653631039,Horse Butte,C3022,-115.234507,42.41935
16,00396666,1102653631040,Horse Butte,C3022,-113.393889,42.502688
16,00383375,1102653631057,Horse Creek Butte,C3022,-114.504257,45.429637
16,00376114,1102653631070,Horse Heaven,C3022,-116.548169,45.26985
16,00383383,1102653631095,Horse Heaven,C3022,-115.460676,45.347409
16,00383382,1102653631065,Horse Heaven,C3022,-114.546202,45.262693
16,00373145,1102653631104,Horse Hl,C3022,-115.805363,42.734064
16,00395484,1102653631100,Horse Hl,C3022,-115.27673,42.059073
16,00373146,1102653631112,Horse Mtn,C3022,-114.469215,43.253514
16,00383396,1102653631133,Horse Mtn,C3022,-114.879543,45.129358
16,00383395,1102653631125,Horse Mtn,C3022,-112.559722,44.443797000000004
16,00397797,1102653631132,Horse Mtn,C3022,-116.66959,45.122101
16,00383398,1102653631148,Horse Pt,C3022,-115.322902,45.977967
16,00399066,1102653631161,Horse Prairie Mtn,C3022,-113.138137567857,44.7599156486263
16,00383399,1102653631166,Horse Ranch Mtn,C3022,-115.329809,43.684063
16,00383411,1102653631176,Horsejaw Mtn,C3022,-114.70482,45.676582
16,00383424,1102653631181,Horseshoe Peak,C3022,-115.815998,47.648817
16,00383431,1102653631186,Horstmann Peak,C3022,-115.001195,44.112683
16,00373160,1102653631191,Horton Peak,C3022,-114.748401,43.965741
16,00395492,1102653631214,Hot Springs Pt,C3022,-114.839558,46.476864
16,00393880,1102653631227,Howard Mtn,C3022,-112.513314,42.864636
16,00396675,1102653631232,Howe Mtn,C3022,-116.21962,48.190206
16,00397078,1102653631237,Howe Peak,C3022,-113.10028,43.713237
16,00383490,1102653631242,Hoyt Mtn,C3022,-115.914878,47.216309
16,00399924,1102653631247,Hub Butte,C3022,-114.481981,42.431301
16,00383496,1102653631270,Huckleberry Butte,C3022,-115.301238,46.278248
16,00383497,1102653631271,Huckleberry Butte,C3022,-116.119306,46.529072
16,00383510,1102653631294,Hudlow Mtn,C3022,-116.67658,47.815739
16,00383527,1102653631299,Hulliman Peak,C3022,-115.920449,47.824647
16,00383549,1102653631308,Hungry Creek Pt,C3022,-114.863434,45.356303
16,00383552,1102653631314,Hungry Pt,C3022,-115.212349,46.490194
16,00397806,1102653631324,Hunt Peak,C3022,-116.699371,48.558814
16,00396680,1102653631329,Hunter Creek Summit,C3022,-114.357001,43.956024
16,00383563,1102653631348,Hunter Peak,C3022,-114.543429,46.033808
16,00383587,1102653631353,Hyndman Peak,C3022,-114.130876,43.749074
16,00373195,1102653631363,Hyram Butte,C3022,-112.366643,43.056581
16,00399584,1102653631368,Ibex Peak,C3022,-114.081129,42.101302
16,00395505,1102653631378,Ice Cave Knoll,C3022,-111.733283,42.534087
16,00396685,1102653631383,Idaho Pt,C3022,-115.954617,47.887147
16,00396687,1102653631393,Independence Mtn,C3022,-113.669176,42.189635
16,00396688,1102653631398,Indian Butte,C3022,-115.071709,42.757693
16,00383666,1102653631407,Indian Creek Butte,C3022,-112.390549,44.334909
16,00383673,1102653631412,Indian Dip,C3022,-115.732931,46.961574
16,00383679,1102653631448,Indian Grave Peak,C3022,-115.14818,46.500473
16,00373227,1102653631458,Indian Head Mtn,C3022,-117.150729,44.27544
16,00383683,1102653631463,Indian Hl,C3022,-116.366528000013,45.2665510177856
16,00785270,1102654072798,Indian Hl,C3022,-114.544419,45.790146
16,00383685,1102653631485,Indian Hl,C3022,-115.239566,45.993802
16,00394550,1102653631520,Indian Trail Ridge,C3022,-116.534307,45.402939
16,00373249,1102653631526,Inferno Cone,C3022,-113.55196,43.443236
16,00383727,1102653631537,Initial Peak,C3022,-116.507949,47.497969
16,00373250,1102653631542,Initial Pt,C3022,-116.394006,43.372109
16,00399931,1102653631558,Invisible Mtn,C3022,-113.514737,43.966575
16,00396694,1102653631563,Irishmans Rock,C3022,-114.184567826499,45.5422591935013
16,00383777,1102653631576,Isabella Pt,C3022,-115.605705,46.909354
16,00383794,1102653631591,Italian Peak,C3022,-116.627995,48.956056
16,00383793,1102653631585,Italian Peak,C3022,-112.856356579906,44.3601952745172
16,00785361,1102654075226,Italian Peak,C3022,-112.855435,44.359947
16,00383810,1102653631603,Jack Mtn,C3022,-115.38179,45.626853
16,00373270,1102653631608,Jackass Butte,C3022,-116.207603,43.085445
16,00383827,1102653631618,Jackley Mtn,C3022,-116.521249,45.248771
16,00383838,1102653631623,Jackson Mtn,C3022,-116.280985,46.821569
16,00383839,1102653631628,Jackson Peak,C3022,-115.776222,44.009617
16,00383840,1102653631660,Jackson Peak,C3022,-115.413989,44.077956
16,00399005,1102653631665,Jacksons Knob,C3022,-115.833766,47.147972
16,00400960,1102653631670,Jakes Mtn,C3022,-116.259346,48.129368
16,00399079,1102653631700,James Creek Summit,C3022,-115.246751,43.756842
16,00373294,1102653631705,Janies Nipples,C3022,-113.048607,42.701577
16,00397819,1102653631710,Jasper Mtn,C3022,-116.886867,48.332969
16,00383863,1102653631715,Jay Peak,C3022,-116.342967,48.5141
16,00383864,1102653631729,Jay Pt,C3022,-114.7465,46.498254
16,00383869,1102653631737,Jeanette Mtn,C3022,-114.568991,46.296032
16,00399936,1102653631751,Jericho Mtn,C3022,-116.119869,46.723792
16,00383897,1102653631779,Jerry Peak,C3022,-114.107548,44.060195
16,00383900,1102653631794,Jersey Mtn,C3022,-115.571237,45.48685
16,00395825,1102653631803,Jeru Park,C3022,-116.674646,48.522981
16,01992795,1102653631814,Jim Thrash Knob,C3022,-115.724015,45.390736
16,00397822,1102653631830,Jims Peak,C3022,-116.967633,42.765711
16,00383934,1102653631843,Joe Peak,C3022,-116.777446,48.878546
16,00383935,1102653631872,Joe Pt,C3022,-116.505144,45.787381
16,00396709,1102653631895,Joes Butte,C3022,-116.309858,44.187389
16,00396710,1102653631929,Joes Mtn,C3022,-114.12613,42.07658
16,00383949,1102653631939,John Day Mtn,C3022,-116.236523,45.529611
16,00383953,1102653631949,John Lewis Mtn,C3022,-115.946534,46.694072
16,00383954,1102653631954,John Peak,C3022,-116.402123,47.69519
16,00396711,1102653631964,John Pt,C3022,-116.694888,47.181292
16,00383958,1102653632001,Johnagan Mtn,C3022,-115.384856,46.524359
16,00383960,1102653632051,Johnny Butte,C3022,-115.428192,46.587692
16,00396712,1102653632071,Johnny Long Mtn,C3022,-116.738527,48.285193
16,00400530,1102653632112,Johns Mtn,C3022,-115.767942,47.659095
16,00395532,1102653632127,Johnson Butte,C3022,-114.207815,43.116294
16,00383970,1102653632128,Johnson Butte,C3022,-115.832352,45.482955
16,00373327,1102653632138,Johnson Hl,C3022,-114.663933,43.246557
16,00373328,1102653632144,Johnson Hl,C3022,-114.934787,43.286843
16,00383998,1102653632164,Johnson Peak,C3022,-116.262069597931,48.1042810694164
16,00384004,1102653632175,Johnstone Peak,C3022,-114.232824,43.71713
16,00384005,1102653632180,Joker Peak,C3022,-115.728765,46.966296
16,00384008,1102653632185,Jones Butte,C3022,-111.74413,44.314358
16,00396721,1102653632196,Jug Rock,C3022,-115.8146,47.009907
16,00384038,1102653632211,Jughandle Mtn,C3022,-115.957344,44.835174
16,00384050,1102653632231,Jumbo Mtn,C3022,-115.033186499696,43.6180014896716
16,00396722,1102653632246,Jumpoff Hl,C3022,-111.652455,43.306306
16,00384053,1102653632256,Jumpoff Peak,C3022,-113.107225,43.754625
16,00396723,1102653632293,Junction Peak,C3022,-115.51515,47.09936
16,00400596,1102653632287,Junction Peak,C3022,-113.502254,44.514921
16,00397829,1102653632315,June Grass Table,C3022,-116.699843,42.504887
16,00384076,1102653632331,Jungle Pt,C3022,-115.05624,46.832696
16,00384075,1102653632324,Jungle Pt,C3022,-116.060972,45.737112
16,00399163,1102653632376,Juniper Buttes,C3022,-111.886082,44.030744
16,00373368,1102653632386,Juniper Mtn,C3022,-116.853738,42.444051
16,00384083,1102653632398,Jureano Mtn,C3022,-114.243413,45.203807
16,00384086,1102653632439,K Mtn,C3022,-113.757838,45.005758
16,00384098,1102653632450,Kaniksu Mtn,C3022,-116.918194,48.992981
16,00396730,1102653632465,Katka Peak,C3022,-116.163244,48.632716
16,00384127,1102653632470,Kellogg Peak,C3022,-116.128497,47.488534
16,00373388,1102653632535,Kelly Mtn,C3022,-117.042671,44.366829
16,00396734,1102653632541,Kelly Mtn,C3022,-116.112352,45.426282
16,00384148,1102653632511,Kelly Mtn,C3022,-111.605513,43.623525
16,00392671,1102653632494,Kelly Mtn,C3022,-114.467274,43.492404
16,00384147,1102653632547,Kelly Mtn,C3022,-116.642686,47.706018
16,00384152,1102653632552,Kelly Pinnacle,C3022,-115.629598,47.364927
16,00384155,1102653632562,Kellys Sister,C3022,-114.874843,46.719918
16,00396735,1102653632577,Kennally Creek Summit,C3022,-115.897621,44.842397
16,00397832,1102653632611,Kent Peak,C3022,-116.683272,48.734375
16,00384174,1102653632600,Kent Peak,C3022,-114.405044,43.895779
16,00384176,1102653632626,Kents Peak,C3022,-112.313472,42.318602
16,00384181,1102653632658,Keokee Mtn,C3022,-116.662142,48.423256
16,00393896,1102653632686,Kepros Mtn,C3022,-115.93955,43.559892
16,00395549,1102653632691,Kern Butte,C3022,-116.678795,47.654351
16,00396737,1102653632701,Kettle Butte,C3022,-112.379146,43.592688
16,00384203,1102653632719,Keystone Mtn,C3022,-114.344788,44.431864
16,00396739,1102653632724,Killarney Mtn,C3022,-116.547955,47.589911
16,00373411,1102653632734,Kimama Butte,C3022,-113.896967,42.763519
16,00393872,1102653632756,King Hl,C3022,-116.334587,44.520443
16,00396744,1102653706438,King Hl,C3081,-115.203957,43.004066
16,00396746,1102653632810,Kings Crown,C3022,-115.232014,43.041843
16,00397835,1102653632840,Kings Peak,C3022,-116.605445,47.304908
16,00395556,1102653632846,Kings Pt,C3022,-115.951556,47.640481
16,00396749,1102653632874,Kinport Peak,C3022,-112.48800469273,42.8077831508796
16,00396750,1102653632897,Kinzie Butte,C3022,-114.330319,43.08796
16,00399947,1102653632924,Klootch Mtn,C3022,-116.757163,48.719928
16,00399088,1102653633000,Knoll,C3022,-112.340404700761,44.5374272916283
16,00384299,1102653633005,Kootenai Peak,C3022,-116.454613,47.419914
16,00396754,1102653633021,Kootenai Pt,C3022,-116.491595,48.702157
16,00384305,1102653633031,Krall Mtn,C3022,-115.698153,43.566837
16,00384309,1102653633067,Krassell Knob,C3022,-115.754565,44.969066
16,00376267,1102653633082,Kuna Butte,C3022,-116.447621,43.445441
16,00384335,1102653633121,Lafoe Mtn,C3022,-116.059894,48.359104
16,00397839,1102653633136,Laidlaw Butte,C3022,-113.665655837314,43.2158156773638
16,00384384,1102653633169,Lake Mtn,C3022,-115.407331,44.731849
16,00384383,1102653633187,Lake Mtn,C3022,-114.084792,45.020478
16,00397844,1102653633203,Lake Mtn,C3022,-116.692164,48.858548
16,00384385,1102653633224,Lake Rock,C3022,-115.918179,45.202956
16,00396761,1102653633264,Lakeview Mtn,C3022,-116.93716,48.605753
16,00396763,1102653633274,Lamb Peak,C3022,-116.695454,47.455741
16,00384397,1102653633282,Lamb Peak,C3022,-116.306292,47.822969
16,00397846,1102653633313,Lambert Table,C3022,-116.754288,42.310167
16,00384412,1102653633323,Landmark Peak,C3022,-115.69182,47.090191
16,00384422,1102653633334,Langdon Pt,C3022,-114.731488,45.628804
16,00384426,1102653633358,Langer Peak,C3022,-115.121765,44.490184
16,00384434,1102653633402,Larch Butte,C3022,-115.527638,46.539358
16,00397849,1102653633417,Larch Mtn,C3022,-116.960476,47.966013
16,00384437,1102653633423,Larch Mtn,C3022,-116.273795,48.016861
16,00384443,1102653633428,Larkins Peak,C3022,-115.619873,46.947965
16,00373515,1102653633433,Latour Baldy,C3022,-116.346834,47.469917
16,00384469,1102653633443,Latour Peak,C3022,-116.361833,47.433805
16,00373519,1102653633453,Lava Butte,C3022,-113.506046,43.205468
16,00384473,1102653633459,Lava Butte,C3022,-116.123736,45.286005
16,00384482,1102653633469,Lava Mtn,C3022,-115.553982,43.583227
16,00376427,1102653633484,Lead Mtn,C3022,-116.629009,43.009605
16,00397851,1102653633504,Leadore Hl,C3022,-113.381699,44.588254
16,00384505,1102653633548,Lean-To Pt,C3022,-115.448469,46.522414
16,00376099,1102653633562,Leatherman Peak,C3022,-113.732804,44.082137
16,00393876,1102653633596,Lee Peak,C3022,-114.628679,44.102689
16,00384558,1102653633611,Lehman Butte,C3022,-113.836145,43.962968
16,00384561,1102653633622,Leiberg Peak,C3022,-116.339902,47.773802
16,00384563,1102653633653,Lem Peak,C3022,-113.866447,44.780481
16,00399952,1102653633676,Lemhi Pt,C3022,-115.397621,45.434076
16,00384576,1102653633686,Lemonade Peak,C3022,-116.187107,47.384364
16,00396785,1102653633714,Leonia Knob,C3022,-116.085464,48.62494
16,00375255,1102653699648,Star Ranch,C3081,-116.753178,42.452387
16,00391360,1102653699649,Star Ranch,C3081,-115.973726,43.909337
16,00375258,1102653699654,Star Valley Ranch,C3081,-116.939845,42.040446
16,00395991,1102653699659,Stardust Plaza,C3081,-115.695919,43.134894
